"ano","mes","sigla_uf","saldo_movimentacao","id_municipio","cnae_2_secao","categoria","cnae_2_subclasse","cbo_2002","grau_instrucao","sexo","salario_mensal","indicador_trabalho_intermitente","indicador_trabalho_parcial","data","regiao"
2024,10,"TO","Desligados","1721208","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro de convés (marítimo e fluviário)","Fundamental Completo","Homem",1883.14,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Desligados","1722107","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1883.14,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Desligados","1703909","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2781.22,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Desligados","1702158","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Operador de caixa","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Desligados","1718303","H","101","Administração da infraestrutura portuária","Auxiliar de escritório","Médio Completo","Mulher",1900,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Desligados","1718865","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Operador de caixa","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1722107","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1883.14,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1716604","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1883.14,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1716307","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Operador de caixa","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1703909","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro auxiliar de convés (marítimo e aquaviario)","Médio Completo","Homem",1535.13,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1703909","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro auxiliar de convés (marítimo e aquaviario)","Médio Completo","Homem",1535.13,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1722107","H","101","Transporte por navegação de travessia intermunicipal, interestadual e internacional","Marinheiro de convés (marítimo e fluviário)","Fundamental Completo","Homem",1883.14,"Nao","Nao",2024-10-01,"Norte"
2024,10,"TO","Admitidos","1718303","H","101","Administração da infraestrutura portuária","Auxiliar de escritório","Médio Completo","Mulher",1900,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte marítimo de cabotagem - carga","Cozinheiro de embarcações","Fundamental Completo","Mulher",1320,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte marítimo de cabotagem - carga","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2891.06,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte marítimo de cabotagem - carga","Auxiliar de contabilidade","Médio Completo","Homem",1669,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, municipal, exceto travessia","Piloto fluvial","Médio Completo","Homem",1425.06,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Mecânico de manutenção de veículos ferroviários","Médio Completo","Homem",1680.15,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1303304","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro auxiliar de convés (marítimo e aquaviario)","Fundamental Completo","Homem",2900,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Fundamental Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Conferente de carga e descarga","Médio Incompleto","Homem",1580.1,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Superior Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Conferente de carga e descarga","Médio Completo","Homem",1580.1,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Condutor maquinista motorista fluvial","Médio Completo","Homem",1585.05,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Piloto fluvial","Médio Completo","Homem",1509.57,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Supervisor de tesouraria","Médio Completo","Mulher",6900,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Supervisor de operações portuárias","Superior Incompleto","Homem",4913.2,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Piloto fluvial","Médio Completo","Homem",1910.95,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Ajudante de motorista","Médio Completo","Homem",1743.96,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Ascensorista","Médio Completo","Homem",2152.83,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Pedreiro","Médio Completo","Homem",2774.72,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2511.43,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","105","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Médio Completo","Homem",3006.01,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Contramestre de cabotagem","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Operador de empilhadeira","Superior Completo","Homem",1782.74,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Auxiliar de escritório","Superior Incompleto","Mulher",1485.02,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Piloto fluvial","Fundamental Completo","Homem",1585.05,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Mestre fluvial","6ª a 9ª Fundamental","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Encarregado de manutenção mecânica de sistemas operacionais","Superior Completo","Homem",5250,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Estivador","Médio Completo","Homem",2816.7,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Trabalhador da manutenção de edificações","Médio Completo","Homem",1482.6,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1320,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Condutor maquinista motorista fluvial","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Médio Completo","Homem",1284.38,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Supervisor administrativo","Superior Completo","Mulher",2169.89,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Encarregado geral de operações de conservação de vias permanentes (exceto trilhos)","Médio Completo","Homem",3296.14,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2511.43,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Ajudante de motorista","Médio Completo","Homem",1680.15,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Cozinheiro de embarcações","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2511.43,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2511.43,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Ajudante de motorista","Médio Incompleto","Homem",1487.28,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Trabalhador da manutenção de edificações","Fundamental Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Montador de estruturas metálicas","Fundamental Completo","Homem",2020.63,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Cozinheiro de embarcações","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Faxineiro","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Operador de guindaste móvel","Médio Completo","Homem",3643.2,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Operador de empilhadeira","Médio Completo","Homem",1782.74,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Trabalhador de serviços de limpeza e conservação de áreas públicas","Médio Incompleto","Homem",1414.31,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Auxiliar de logistica","Médio Completo","Homem",1482.6,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Auxiliar de logistica","Médio Completo","Homem",1541.9,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de máquinas (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Auxiliar nos serviços de alimentação","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Operador de empilhadeira","Médio Completo","Homem",1782.74,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Piloto fluvial","Médio Completo","Homem",1509.57,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Piloto fluvial","Médio Completo","Homem",1509.57,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Moço de convés (marítimo e fluviário)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Faxineiro","6ª a 9ª Fundamental","Homem",1487.28,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2511.43,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Condutor maquinista motorista fluvial","Médio Completo","Homem",1680.37,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Condutor maquinista motorista fluvial","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Mulher",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Técnico em manutenção de máquinas","Médio Completo","Homem",3720.34,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Cozinheiro de embarcações","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Comandante da marinha mercante","Médio Completo","Homem",2792.9,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de máquinas","Médio Completo","Mulher",1320,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1432.52,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302504","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Motorista de carro de passeio","Médio Completo","Homem",1526.46,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Mestre fluvial","Médio Completo","Homem",1662.99,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301902","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Cozinheiro de embarcações","Médio Completo","Mulher",1225.29,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","Condutor maquinista motorista fluvial","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia","Marinheiro auxiliar de máquinas (marítimo e aquaviário)","Médio Completo","Homem",3152,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia","Marinheiro de máquinas","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302702","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Contínuo","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302900","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Vigia","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1500,"Nao","NA",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302900","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Carregador (veículos de transportes terrestres)","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302900","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Caixa de banco","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302900","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Vigia","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Copeiro","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Assistente administrativo","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302900","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Recepcionista, em geral","Médio Completo","Mulher",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302900","H","101","Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia","Ajudante de motorista","Médio Completo","Homem",1412,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","101","Navegação de apoio portuário","Moço de máquinas (marítimo e fluviário)","Fundamental Completo","Homem",1618.47,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302702","H","101","Transporte por navegação de travessia, municipal","Marinheiro de convés (marítimo e fluviário)","Analfabeto","Homem",1510.84,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1301704","H","101","Transporte por navegação de travessia, municipal","Mestre fluvial","Médio Completo","Homem",2922.44,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302702","H","101","Transporte por navegação de travessia, municipal","Marinheiro de convés (marítimo e fluviário)","Médio Completo","Homem",1510.84,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Outros transportes aquaviários não especificados anteriormente","Motorista de caminhão (rotas regionais e internacionais)","Médio Completo","Homem",2317.94,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Outros transportes aquaviários não especificados anteriormente","Piloto fluvial","Médio Completo","Homem",1509.57,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Outros transportes aquaviários não especificados anteriormente","Auxiliar de logistica","Fundamental Completo","Homem",1373.87,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Outros transportes aquaviários não especificados anteriormente","Piloto fluvial","Médio Completo","Homem",1585.05,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AM","Desligados","1302603","H","101","Outros transportes aquaviários não especificados anteriormente","Auxiliar de manutenção predial","Médio Completo","Homem",1581.59,"Nao","Nao",2024-10-01,"Norte"
2024,10,"AP","Desligados","1600600","H","101","Administração da infraestrutura portuária","Atendente de lanchonete","Médio Completo","Mulher",1510.42,"Nao","Nao",2024-10-01,"Norte"
